INFO:root:Starting EM-Lab Run
INFO:root:Selected modules: ['C:\\Users\\isanchezjimene\\Documents\\Spine_EMLab_COMPETES\\resources\\configurations\\EMLAB config.xlsx', 'run_co2_market']
INFO:root:Selected database: http://127.0.0.1:65109
INFO:root:Configuration file found: C:\Users\isanchezjimene\Documents\Spine_EMLab_COMPETES\resources\configurations\EMLAB config.xlsx
INFO:root:SpineDBRW: Start Read Repository
INFO:root:Adding parameter value: {object_name: biomassCHPEfficiencyTimeSeries, parameter_name: growthRate, parameter_value: 0.05, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: EON, parameter_name: loanInterestRate, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Eneco, parameter_name: loanInterestRate, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Eneco/Dong, parameter_name: loanInterestRate, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Ennatuurlijk, parameter_name: loanInterestRate, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Essent, parameter_name: loanInterestRate, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: GDF Suez NL, parameter_name: loanInterestRate, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Intergen, parameter_name: loanInterestRate, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL BIOMASS, parameter_name: loanInterestRate, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL HYDRO, parameter_name: loanInterestRate, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL WASTE, parameter_name: loanInterestRate, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NUON, parameter_name: loanInterestRate, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Delta/EDF, parameter_name: longTermContractMargin, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: EON, parameter_name: longTermContractMargin, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Eneco, parameter_name: longTermContractMargin, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Eneco/Dong, parameter_name: longTermContractMargin, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Ennatuurlijk, parameter_name: longTermContractMargin, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Essent, parameter_name: longTermContractMargin, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: GDF Suez NL, parameter_name: longTermContractMargin, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Intergen, parameter_name: longTermContractMargin, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL BIOMASS, parameter_name: longTermContractMargin, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL HYDRO, parameter_name: longTermContractMargin, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL WASTE, parameter_name: longTermContractMargin, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NUON, parameter_name: longTermContractMargin, parameter_value: 0.1, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Delta/EDF, parameter_name: longTermContractPastTimeHorizon, parameter_value: 3.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: EON, parameter_name: longTermContractPastTimeHorizon, parameter_value: 3.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Eneco, parameter_name: longTermContractPastTimeHorizon, parameter_value: 3.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Eneco/Dong, parameter_name: longTermContractPastTimeHorizon, parameter_value: 3.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Ennatuurlijk, parameter_name: longTermContractPastTimeHorizon, parameter_value: 3.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Essent, parameter_name: longTermContractPastTimeHorizon, parameter_value: 3.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: GDF Suez NL, parameter_name: longTermContractPastTimeHorizon, parameter_value: 3.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Intergen, parameter_name: longTermContractPastTimeHorizon, parameter_value: 3.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL BIOMASS, parameter_name: longTermContractPastTimeHorizon, parameter_value: 3.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL HYDRO, parameter_name: longTermContractPastTimeHorizon, parameter_value: 3.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL WASTE, parameter_name: longTermContractPastTimeHorizon, parameter_value: 3.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NUON, parameter_name: longTermContractPastTimeHorizon, parameter_value: 3.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Delta/EDF, parameter_name: numberOfYearsBackLookingForForecasting, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: EON, parameter_name: numberOfYearsBackLookingForForecasting, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Eneco, parameter_name: numberOfYearsBackLookingForForecasting, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Eneco/Dong, parameter_name: numberOfYearsBackLookingForForecasting, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Ennatuurlijk, parameter_name: numberOfYearsBackLookingForForecasting, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Essent, parameter_name: numberOfYearsBackLookingForForecasting, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: GDF Suez NL, parameter_name: numberOfYearsBackLookingForForecasting, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Intergen, parameter_name: numberOfYearsBackLookingForForecasting, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL BIOMASS, parameter_name: numberOfYearsBackLookingForForecasting, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL HYDRO, parameter_name: numberOfYearsBackLookingForForecasting, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL WASTE, parameter_name: numberOfYearsBackLookingForForecasting, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NUON, parameter_name: numberOfYearsBackLookingForForecasting, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Delta/EDF, parameter_name: pastTimeHorizon, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: EON, parameter_name: pastTimeHorizon, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Eneco, parameter_name: pastTimeHorizon, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Eneco/Dong, parameter_name: pastTimeHorizon, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Ennatuurlijk, parameter_name: pastTimeHorizon, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Essent, parameter_name: pastTimeHorizon, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: GDF Suez NL, parameter_name: pastTimeHorizon, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Intergen, parameter_name: pastTimeHorizon, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL BIOMASS, parameter_name: pastTimeHorizon, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL HYDRO, parameter_name: pastTimeHorizon, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL WASTE, parameter_name: pastTimeHorizon, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NUON, parameter_name: pastTimeHorizon, parameter_value: 5.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Delta/EDF, parameter_name: priceMarkUp, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: EON, parameter_name: priceMarkUp, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Eneco, parameter_name: priceMarkUp, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Eneco/Dong, parameter_name: priceMarkUp, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Ennatuurlijk, parameter_name: priceMarkUp, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Essent, parameter_name: priceMarkUp, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: GDF Suez NL, parameter_name: priceMarkUp, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Intergen, parameter_name: priceMarkUp, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL BIOMASS, parameter_name: priceMarkUp, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL HYDRO, parameter_name: priceMarkUp, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL WASTE, parameter_name: priceMarkUp, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NUON, parameter_name: priceMarkUp, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Delta/EDF, parameter_name: willingToInvest, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: EON, parameter_name: willingToInvest, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Eneco, parameter_name: willingToInvest, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Eneco/Dong, parameter_name: willingToInvest, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Ennatuurlijk, parameter_name: willingToInvest, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Essent, parameter_name: willingToInvest, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: GDF Suez NL, parameter_name: willingToInvest, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: Intergen, parameter_name: willingToInvest, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL BIOMASS, parameter_name: willingToInvest, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL HYDRO, parameter_name: willingToInvest, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NL WASTE, parameter_name: willingToInvest, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: NUON, parameter_name: willingToInvest, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 1, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 10, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 11, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 12, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 13, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 14, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 15, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 16, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 17, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 18, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 19, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 2, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 20, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 21, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 22, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 23, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 24, parameter_name: CCS TRANSPORT, parameter_value: 14.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 25, parameter_name: CCS TRANSPORT, parameter_value: 14.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 26, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 27, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 28, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 29, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 3, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 30, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 31, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 32, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 33, parameter_name: CCS TRANSPORT, parameter_value: 14.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 4, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 5, parameter_name: CCS TRANSPORT, parameter_value: 14.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 6, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 7, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 8, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 9, parameter_name: CCS TRANSPORT, parameter_value: 0.0, parameter_alt: 0}
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: SunPV, parameter: CCS TRANSPORT
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: WindOff, parameter: CCS TRANSPORT
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: WindOn, parameter: CCS TRANSPORT
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 1, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 10, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 11, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 12, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 13, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 14, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 15, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 16, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 17, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 18, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 19, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 2, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 20, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 21, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 22, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 23, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 24, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 25, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 26, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 27, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 28, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 29, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 3, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 30, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 31, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 32, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 33, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 4, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 5, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 6, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 7, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 8, parameter: Capex(Euro/kW)
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: 9, parameter: Capex(Euro/kW)
INFO:root:Adding parameter value: {object_name: SunPV, parameter_name: Capex(Euro/kW), parameter_value: 370.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: WindOff, parameter_name: Capex(Euro/kW), parameter_value: 2390.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: WindOn, parameter_name: Capex(Euro/kW), parameter_value: 1130.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 1, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 10, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 11, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 12, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 13, parameter_name: EMISSIONS, parameter_value: 101.2, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 14, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 15, parameter_name: EMISSIONS, parameter_value: 74.3, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 16, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 17, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 18, parameter_name: EMISSIONS, parameter_value: 73.6, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 19, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 2, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 20, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 21, parameter_name: EMISSIONS, parameter_value: 56.8, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 22, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 23, parameter_name: EMISSIONS, parameter_value: 56.8, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 24, parameter_name: EMISSIONS, parameter_value: 8.52, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 25, parameter_name: EMISSIONS, parameter_value: 8.52, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 26, parameter_name: EMISSIONS, parameter_value: 101.2, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 27, parameter_name: EMISSIONS, parameter_value: 94.7, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 28, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 29, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 3, parameter_name: EMISSIONS, parameter_value: 94.7, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 30, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 31, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 32, parameter_name: EMISSIONS, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 33, parameter_name: EMISSIONS, parameter_value: -16.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 4, parameter_name: EMISSIONS, parameter_value: 94.7, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 5, parameter_name: EMISSIONS, parameter_value: 18.18, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 6, parameter_name: EMISSIONS, parameter_value: 56.8, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 7, parameter_name: EMISSIONS, parameter_value: 56.8, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 8, parameter_name: EMISSIONS, parameter_value: 56.8, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 9, parameter_name: EMISSIONS, parameter_value: 56.8, parameter_alt: 0}
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: SunPV, parameter: EMISSIONS
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: WindOff, parameter: EMISSIONS
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: WindOn, parameter: EMISSIONS
INFO:root:Adding parameter value: {object_name: 1, parameter_name: FIXED O&M, parameter_value: 14.64054309902466, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 10, parameter_name: FIXED O&M, parameter_value: 117.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 11, parameter_name: FIXED O&M, parameter_value: 10.98040732426849, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 12, parameter_name: FIXED O&M, parameter_value: 16.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 13, parameter_name: FIXED O&M, parameter_value: 33.51434988769653, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 14, parameter_name: FIXED O&M, parameter_value: 110.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 15, parameter_name: FIXED O&M, parameter_value: 9.222224825948976, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 16, parameter_name: FIXED O&M, parameter_value: 346.9808714468844, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 17, parameter_name: FIXED O&M, parameter_value: 6.3, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 18, parameter_name: FIXED O&M, parameter_value: 0.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 19, parameter_name: FIXED O&M, parameter_value: 33.9, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 2, parameter_name: FIXED O&M, parameter_value: 69.54257972036712, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 20, parameter_name: FIXED O&M, parameter_value: 47.8, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 21, parameter_name: FIXED O&M, parameter_value: 10.47323433990517, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 22, parameter_name: FIXED O&M, parameter_value: 36.60135774756164, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 23, parameter_name: FIXED O&M, parameter_value: 10.47323433990517, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 24, parameter_name: FIXED O&M, parameter_value: 10.47323433990517, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 25, parameter_name: FIXED O&M, parameter_value: 32.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 26, parameter_name: FIXED O&M, parameter_value: 33.51434988769653, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 27, parameter_name: FIXED O&M, parameter_value: 24.43754679311206, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 28, parameter_name: FIXED O&M, parameter_value: 3.458, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 29, parameter_name: FIXED O&M, parameter_value: 8.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 3, parameter_name: FIXED O&M, parameter_value: 24.43754679311206, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 30, parameter_name: FIXED O&M, parameter_value: 4.62, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 31, parameter_name: FIXED O&M, parameter_value: 16.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 32, parameter_name: FIXED O&M, parameter_value: 12.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 33, parameter_name: FIXED O&M, parameter_value: 88.32, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 4, parameter_name: FIXED O&M, parameter_value: 24.43754679311206, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 5, parameter_name: FIXED O&M, parameter_value: 51.15593128691457, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 6, parameter_name: FIXED O&M, parameter_value: 10.47323433990517, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 7, parameter_name: FIXED O&M, parameter_value: 10.47323433990517, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 8, parameter_name: FIXED O&M, parameter_value: 10.47323433990517, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 9, parameter_name: FIXED O&M, parameter_value: 3.850462835043484, parameter_alt: 0}
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: SunPV, parameter: FIXED O&M
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: WindOff, parameter: FIXED O&M
WARNING:root:No value found for class: PowerGeneratingTechnologies, object: WindOn, parameter: FIXED O&M
INFO:root:Adding parameter value: {object_name: 1, parameter_name: FUELCOMBI, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 10, parameter_name: FUELCOMBI, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 11, parameter_name: FUELCOMBI, parameter_value: 1.0, parameter_alt: 0}
INFO:root:Adding parameter value: {object_name: 12, parameter_name: FUELCOMBI, parameter_value: 1.0, parameter_alt: 0}
